Passenger_ID,Survived,Class,Name,Gender,Age (Years),Siblings_Spouse_On_Board,Parents_Childern_On_Board,Ticket,Fare (GBP),Cabin,Embarked
549,No,Third,"Goldsmith, Mr. Frank John",Male,33,1,1,363291,20.525,,Southampton
550,Yes,Second,"Davies, Master. John Morgan Jr",Male,8,1,1,C.A. 33112,36.75,,Southampton
551,Yes,First,"Thayer, Mr. John Borland Jr",Male,17,0,2,17421,110.8833,C70,Cherbourg
552,No,Second,"Sharp, Mr. Percival James R",Male,27,0,0,244358,26,,Southampton
553,No,Third,"O'Brien, Mr. Timothy",Male,,0,0,330979,7.8292,,Queenstown
554,Yes,Third,"Leeni, Mr. Fahim (""Philip Zenni"")",Male,22,0,0,2620,7.225,,Cherbourg
555,Yes,Third,"Ohman, Miss. Velin",Female,22,0,0,347085,7.775,,Southampton
556,No,First,"Wright, Mr. George",Male,62,0,0,113807,26.55,,Southampton
557,Yes,First,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",Female,48,1,0,11755,39.6,A16,Cherbourg
558,No,First,"Robbins, Mr. Victor",Male,,0,0,PC 17757,227.525,,Cherbourg
559,Yes,First,"Taussig, Mrs. Emil (Tillie Mandelbaum)",Female,39,1,1,110413,79.65,E67,Southampton
560,Yes,Third,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",Female,36,1,0,345572,17.4,,Southampton
561,No,Third,"Morrow, Mr. Thomas Rowan",Male,,0,0,372622,7.75,,Queenstown
562,No,Third,"Sivic, Mr. Husein",Male,40,0,0,349251,7.8958,,Southampton
563,No,Second,"Norman, Mr. Robert Douglas",Male,28,0,0,218629,13.5,,Southampton
564,No,Third,"Simmons, Mr. John",Male,,0,0,SOTON/OQ 392082,8.05,,Southampton
565,No,Third,"Meanwell, Miss. (Marion Ogden)",Female,,0,0,SOTON/O.Q. 392087,8.05,,Southampton
566,No,Third,"Davies, Mr. Alfred J",Male,24,2,0,A/4 48871,24.15,,Southampton
567,No,Third,"Stoytcheff, Mr. Ilia",Male,19,0,0,349205,7.8958,,Southampton
568,No,Third,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",Female,29,0,4,349909,21.075,,Southampton
569,No,Third,"Doharr, Mr. Tannous",Male,,0,0,2686,7.2292,,Cherbourg
570,Yes,Third,"Jonsson, Mr. Carl",Male,32,0,0,350417,7.8542,,Southampton
571,Yes,Second,"Harris, Mr. George",Male,62,0,0,S.W./PP 752,10.5,,Southampton
572,Yes,First,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",Female,53,2,0,11769,51.4792,C101,Southampton
573,Yes,First,"Flynn, Mr. John Irwin (""Irving"")",Male,36,0,0,PC 17474,26.3875,E25,Southampton
574,Yes,Third,"Kelly, Miss. Mary",Female,,0,0,14312,7.75,,Queenstown
575,No,Third,"Rush, Mr. Alfred George John",Male,16,0,0,A/4. 20589,8.05,,Southampton
576,No,Third,"Patchett, Mr. George",Male,19,0,0,358585,14.5,,Southampton
577,Yes,Second,"Garside, Miss. Ethel",Female,34,0,0,243880,13,,Southampton
578,Yes,First,"Silvey, Mrs. William Baird (Alice Munger)",Female,39,1,0,13507,55.9,E44,Southampton
579,No,Third,"Caram, Mrs. Joseph (Maria Elias)",Female,,1,0,2689,14.4583,,Cherbourg
580,Yes,Third,"Jussila, Mr. Eiriik",Male,32,0,0,STON/O 2. 3101286,7.925,,Southampton
581,Yes,Second,"Christy, Miss. Julie Rachel",Female,25,1,1,237789,30,,Southampton
582,Yes,First,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",Female,39,1,1,17421,110.8833,C68,Cherbourg
583,No,Second,"Downton, Mr. William James",Male,54,0,0,28403,26,,Southampton
584,No,First,"Ross, Mr. John Hugo",Male,36,0,0,13049,40.125,A10,Cherbourg
585,No,Third,"Paulner, Mr. Uscher",Male,,0,0,3411,8.7125,,Cherbourg
586,Yes,First,"Taussig, Miss. Ruth",Female,18,0,2,110413,79.65,E68,Southampton
587,No,Second,"Jarvis, Mr. John Denzil",Male,47,0,0,237565,15,,Southampton
588,Yes,First,"Frolicher-Stehli, Mr. Maxmillian",Male,60,1,1,13567,79.2,B41,Cherbourg
589,No,Third,"Gilinski, Mr. Eliezer",Male,22,0,0,14973,8.05,,Southampton
590,No,Third,"Murdlin, Mr. Joseph",Male,,0,0,A./5. 3235,8.05,,Southampton
591,No,Third,"Rintamaki, Mr. Matti",Male,35,0,0,STON/O 2. 3101273,7.125,,Southampton
592,Yes,First,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",Female,52,1,0,36947,78.2667,D20,Cherbourg
593,No,Third,"Elsbury, Mr. William James",Male,47,0,0,A/5 3902,7.25,,Southampton
594,No,Third,"Bourke, Miss. Mary",Female,,0,2,364848,7.75,,Queenstown
595,No,Second,"Chapman, Mr. John Henry",Male,37,1,0,SC/AH 29037,26,,Southampton
596,No,Third,"Van Impe, Mr. Jean Baptiste",Male,36,1,1,345773,24.15,,Southampton
597,Yes,Second,"Leitch, Miss. Jessie Wills",Female,,0,0,248727,33,,Southampton
598,No,Third,"Johnson, Mr. Alfred",Male,49,0,0,LINE,0,,Southampton
599,No,Third,"Boulos, Mr. Hanna",Male,,0,0,2664,7.225,,Cherbourg
600,Yes,First,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",Male,49,1,0,PC 17485,56.9292,A20,Cherbourg
601,Yes,Second,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",Female,24,2,1,243847,27,,Southampton
602,No,Third,"Slabenoff, Mr. Petco",Male,,0,0,349214,7.8958,,Southampton
603,No,First,"Harrington, Mr. Charles H",Male,,0,0,113796,42.4,,Southampton
604,No,Third,"Torber, Mr. Ernst William",Male,44,0,0,364511,8.05,,Southampton
605,Yes,First,"Homer, Mr. Harry (""Mr E Haven"")",Male,35,0,0,111426,26.55,,Cherbourg
606,No,Third,"Lindell, Mr. Edvard Bengtsson",Male,36,1,0,349910,15.55,,Southampton
607,No,Third,"Karaic, Mr. Milan",Male,30,0,0,349246,7.8958,,Southampton
608,Yes,First,"Daniel, Mr. Robert Williams",Male,27,0,0,113804,30.5,,Southampton
609,Yes,Second,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",Female,22,1,2,SC/Paris 2123,41.5792,,Cherbourg
610,Yes,First,"Shutes, Miss. Elizabeth W",Female,40,0,0,PC 17582,153.4625,C125,Southampton
611,No,Third,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",Female,39,1,5,347082,31.275,,Southampton
612,No,Third,"Jardin, Mr. Jose Neto",Male,,0,0,SOTON/O.Q. 3101305,7.05,,Southampton
613,Yes,Third,"Murphy, Miss. Margaret Jane",Female,,1,0,367230,15.5,,Queenstown
614,No,Third,"Horgan, Mr. John",Male,,0,0,370377,7.75,,Queenstown
615,No,Third,"Brocklebank, Mr. William Alfred",Male,35,0,0,364512,8.05,,Southampton
616,Yes,Second,"Herman, Miss. Alice",Female,24,1,2,220845,65,,Southampton
617,No,Third,"Danbom, Mr. Ernst Gilbert",Male,34,1,1,347080,14.4,,Southampton
618,No,Third,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",Female,26,1,0,A/5. 3336,16.1,,Southampton
619,Yes,Second,"Becker, Miss. Marion Louise",Female,4,2,1,230136,39,F4,Southampton
620,No,Second,"Gavey, Mr. Lawrence",Male,26,0,0,31028,10.5,,Southampton
621,No,Third,"Yasbeck, Mr. Antoni",Male,27,1,0,2659,14.4542,,Cherbourg
622,Yes,First,"Kimball, Mr. Edwin Nelson Jr",Male,42,1,0,11753,52.5542,D19,Southampton
623,Yes,Third,"Nakid, Mr. Sahid",Male,20,1,1,2653,15.7417,,Cherbourg
624,No,Third,"Hansen, Mr. Henry Damsgaard",Male,21,0,0,350029,7.8542,,Southampton
625,No,Third,"Bowen, Mr. David John ""Dai""",Male,21,0,0,54636,16.1,,Southampton
626,No,First,"Sutton, Mr. Frederick",Male,61,0,0,36963,32.3208,D50,Southampton
627,No,Second,"Kirkland, Rev. Charles Leonard",Male,57,0,0,219533,12.35,,Queenstown
628,Yes,First,"Longley, Miss. Gretchen Fiske",Female,21,0,0,13502,77.9583,D9,Southampton
629,No,Third,"Bostandyeff, Mr. Guentcho",Male,26,0,0,349224,7.8958,,Southampton
630,No,Third,"O'Connell, Mr. Patrick D",Male,,0,0,334912,7.7333,,Queenstown
631,Yes,First,"Barkworth, Mr. Algernon Henry Wilson",Male,80,0,0,27042,30,A23,Southampton
632,No,Third,"Lundahl, Mr. Johan Svensson",Male,51,0,0,347743,7.0542,,Southampton
633,Yes,First,"Stahelin-Maeglin, Dr. Max",Male,32,0,0,13214,30.5,B50,Cherbourg
634,No,First,"Parr, Mr. William Henry Marsh",Male,,0,0,112052,0,,Southampton
635,No,Third,"Skoog, Miss. Mabel",Female,9,3,2,347088,27.9,,Southampton
636,Yes,Second,"Davis, Miss. Mary",Female,28,0,0,237668,13,,Southampton
637,No,Third,"Leinonen, Mr. Antti Gustaf",Male,32,0,0,STON/O 2. 3101292,7.925,,Southampton
638,No,Second,"Collyer, Mr. Harvey",Male,31,1,1,C.A. 31921,26.25,,Southampton
639,No,Third,"Panula, Mrs. Juha (Maria Emilia Ojala)",Female,41,0,5,3101295,39.6875,,Southampton
640,No,Third,"Thorneycroft, Mr. Percival",Male,,1,0,376564,16.1,,Southampton
641,No,Third,"Jensen, Mr. Hans Peder",Male,20,0,0,350050,7.8542,,Southampton
642,Yes,First,"Sagesser, Mlle. Emma",Female,24,0,0,PC 17477,69.3,B35,Cherbourg
643,No,Third,"Skoog, Miss. Margit Elizabeth",Female,2,3,2,347088,27.9,,Southampton
644,Yes,Third,"Foo, Mr. Choong",Male,,0,0,1601,56.4958,,Southampton
645,Yes,Third,"Baclini, Miss. Eugenie",Female,0.75,2,1,2666,19.2583,,Cherbourg
646,Yes,First,"Harper, Mr. Henry Sleeper",Male,48,1,0,PC 17572,76.7292,D33,Cherbourg
647,No,Third,"Cor, Mr. Liudevit",Male,19,0,0,349231,7.8958,,Southampton
648,Yes,First,"Simonius-Blumer, Col. Oberst Alfons",Male,56,0,0,13213,35.5,A26,Cherbourg
649,No,Third,"Willey, Mr. Edward",Male,,0,0,S.O./P.P. 751,7.55,,Southampton
650,Yes,Third,"Stanley, Miss. Amy Zillah Elsie",Female,23,0,0,CA. 2314,7.55,,Southampton
651,No,Third,"Mitkoff, Mr. Mito",Male,,0,0,349221,7.8958,,Southampton
652,Yes,Second,"Doling, Miss. Elsie",Female,18,0,1,231919,23,,Southampton
653,No,Third,"Kalvik, Mr. Johannes Halvorsen",Male,21,0,0,8475,8.4333,,Southampton
654,Yes,Third,"O'Leary, Miss. Hanora ""Norah""",Female,,0,0,330919,7.8292,,Queenstown
655,No,Third,"Hegarty, Miss. Hanora ""Nora""",Female,18,0,0,365226,6.75,,Queenstown
656,No,Second,"Hickman, Mr. Leonard Mark",Male,24,2,0,S.O.C. 14879,73.5,,Southampton
657,No,Third,"Radeff, Mr. Alexander",Male,,0,0,349223,7.8958,,Southampton
658,No,Third,"Bourke, Mrs. John (Catherine)",Female,32,1,1,364849,15.5,,Queenstown
659,No,Second,"Eitemiller, Mr. George Floyd",Male,23,0,0,29751,13,,Southampton
660,No,First,"Newell, Mr. Arthur Webster",Male,58,0,2,35273,113.275,D48,Cherbourg
661,Yes,First,"Frauenthal, Dr. Henry William",Male,50,2,0,PC 17611,133.65,,Southampton
662,No,Third,"Badt, Mr. Mohamed",Male,40,0,0,2623,7.225,,Cherbourg
663,No,First,"Colley, Mr. Edward Pomeroy",Male,47,0,0,5727,25.5875,E58,Southampton
664,No,Third,"Coleff, Mr. Peju",Male,36,0,0,349210,7.4958,,Southampton
665,Yes,Third,"Lindqvist, Mr. Eino William",Male,20,1,0,STON/O 2. 3101285,7.925,,Southampton
666,No,Second,"Hickman, Mr. Lewis",Male,32,2,0,S.O.C. 14879,73.5,,Southampton
667,No,Second,"Butler, Mr. Reginald Fenton",Male,25,0,0,234686,13,,Southampton
668,No,Third,"Rommetvedt, Mr. Knud Paust",Male,,0,0,312993,7.775,,Southampton
669,No,Third,"Cook, Mr. Jacob",Male,43,0,0,A/5 3536,8.05,,Southampton
670,Yes,First,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",Female,,1,0,19996,52,C126,Southampton
671,Yes,Second,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",Female,40,1,1,29750,39,,Southampton
672,No,First,"Davidson, Mr. Thornton",Male,31,1,0,F.C. 12750,52,B71,Southampton
673,No,Second,"Mitchell, Mr. Henry Michael",Male,70,0,0,C.A. 24580,10.5,,Southampton
674,Yes,Second,"Wilhelms, Mr. Charles",Male,31,0,0,244270,13,,Southampton
675,No,Second,"Watson, Mr. Ennis Hastings",Male,,0,0,239856,0,,Southampton
676,No,Third,"Edvardsson, Mr. Gustaf Hjalmar",Male,18,0,0,349912,7.775,,Southampton
677,No,Third,"Sawyer, Mr. Frederick Charles",Male,24.5,0,0,342826,8.05,,Southampton
678,Yes,Third,"Turja, Miss. Anna Sofia",Female,18,0,0,4138,9.8417,,Southampton
679,No,Third,"Goodwin, Mrs. Frederick (Augusta Tyler)",Female,43,1,6,CA 2144,46.9,,Southampton
680,Yes,First,"Cardeza, Mr. Thomas Drake Martinez",Male,36,0,1,PC 17755,512.3292,B51 B53 B55,Cherbourg
681,No,Third,"Peters, Miss. Katie",Female,,0,0,330935,8.1375,,Queenstown
682,Yes,First,"Hassab, Mr. Hammad",Male,27,0,0,PC 17572,76.7292,D49,Cherbourg
683,No,Third,"Olsvigen, Mr. Thor Anderson",Male,20,0,0,6563,9.225,,Southampton
684,No,Third,"Goodwin, Mr. Charles Edward",Male,14,5,2,CA 2144,46.9,,Southampton
685,No,Second,"Brown, Mr. Thomas William Solomon",Male,60,1,1,29750,39,,Southampton
686,No,Second,"Laroche, Mr. Joseph Philippe Lemercier",Male,25,1,2,SC/Paris 2123,41.5792,,Cherbourg
687,No,Third,"Panula, Mr. Jaako Arnold",Male,14,4,1,3101295,39.6875,,Southampton
688,No,Third,"Dakic, Mr. Branko",Male,19,0,0,349228,10.1708,,Southampton
689,No,Third,"Fischer, Mr. Eberhard Thelander",Male,18,0,0,350036,7.7958,,Southampton
690,Yes,First,"Madill, Miss. Georgette Alexandra",Female,15,0,1,24160,211.3375,B5,Southampton
691,Yes,First,"Dick, Mr. Albert Adrian",Male,31,1,0,17474,57,B20,Southampton
692,Yes,Third,"Karun, Miss. Manca",Female,4,0,1,349256,13.4167,,Cherbourg
693,Yes,Third,"Lam, Mr. Ali",Male,,0,0,1601,56.4958,,Southampton
694,No,Third,"Saad, Mr. Khalil",Male,25,0,0,2672,7.225,,Cherbourg
695,No,First,"Weir, Col. John",Male,60,0,0,113800,26.55,,Southampton
696,No,Second,"Chapman, Mr. Charles Henry",Male,52,0,0,248731,13.5,,Southampton
697,No,Third,"Kelly, Mr. James",Male,44,0,0,363592,8.05,,Southampton
698,Yes,Third,"Mullens, Miss. Katherine ""Katie""",Female,,0,0,35852,7.7333,,Queenstown
699,No,First,"Thayer, Mr. John Borland",Male,49,1,1,17421,110.8833,C68,Cherbourg
700,No,Third,"Humblen, Mr. Adolf Mathias Nicolai Olsen",Male,42,0,0,348121,7.65,F G63,Southampton
701,Yes,First,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",Female,18,1,0,PC 17757,227.525,C62 C64,Cherbourg
702,Yes,First,"Silverthorne, Mr. Spencer Victor",Male,35,0,0,PC 17475,26.2875,E24,Southampton
703,No,Third,"Barbara, Miss. Saiide",Female,18,0,1,2691,14.4542,,Cherbourg
704,No,Third,"Gallagher, Mr. Martin",Male,25,0,0,36864,7.7417,,Queenstown
705,No,Third,"Hansen, Mr. Henrik Juul",Male,26,1,0,350025,7.8542,,Southampton
706,No,Second,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",Male,39,0,0,250655,26,,Southampton
707,Yes,Second,"Kelly, Mrs. Florence ""Fannie""",Female,45,0,0,223596,13.5,,Southampton
708,Yes,First,"Calderhead, Mr. Edward Pennington",Male,42,0,0,PC 17476,26.2875,E24,Southampton
709,Yes,First,"Cleaver, Miss. Alice",Female,22,0,0,113781,151.55,,Southampton
710,Yes,Third,"Moubarek, Master. Halim Gonios (""William George"")",Male,,1,1,2661,15.2458,,Cherbourg
711,Yes,First,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",Female,24,0,0,PC 17482,49.5042,C90,Cherbourg
712,No,First,"Klaber, Mr. Herman",Male,,0,0,113028,26.55,C124,Southampton
713,Yes,First,"Taylor, Mr. Elmer Zebley",Male,48,1,0,19996,52,C126,Southampton
714,No,Third,"Larsson, Mr. August Viktor",Male,29,0,0,7545,9.4833,,Southampton
715,No,Second,"Greenberg, Mr. Samuel",Male,52,0,0,250647,13,,Southampton
716,No,Third,"Soholt, Mr. Peter Andreas Lauritz Andersen",Male,19,0,0,348124,7.65,F G73,Southampton
717,Yes,First,"Endres, Miss. Caroline Louise",Female,38,0,0,PC 17757,227.525,C45,Cherbourg
718,Yes,Second,"Troutt, Miss. Edwina Celia ""Winnie""",Female,27,0,0,34218,10.5,E101,Southampton
719,No,Third,"McEvoy, Mr. Michael",Male,,0,0,36568,15.5,,Queenstown
720,No,Third,"Johnson, Mr. Malkolm Joackim",Male,33,0,0,347062,7.775,,Southampton
721,Yes,Second,"Harper, Miss. Annie Jessie ""Nina""",Female,6,0,1,248727,33,,Southampton
722,No,Third,"Jensen, Mr. Svend Lauritz",Male,17,1,0,350048,7.0542,,Southampton
723,No,Second,"Gillespie, Mr. William Henry",Male,34,0,0,12233,13,,Southampton
724,No,Second,"Hodges, Mr. Henry Price",Male,50,0,0,250643,13,,Southampton
725,Yes,First,"Chambers, Mr. Norman Campbell",Male,27,1,0,113806,53.1,E8,Southampton
726,No,Third,"Oreskovic, Mr. Luka",Male,20,0,0,315094,8.6625,,Southampton
727,Yes,Second,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",Female,30,3,0,31027,21,,Southampton
728,Yes,Third,"Mannion, Miss. Margareth",Female,,0,0,36866,7.7375,,Queenstown
729,No,Second,"Bryhl, Mr. Kurt Arnold Gottfrid",Male,25,1,0,236853,26,,Southampton
730,No,Third,"Ilmakangas, Miss. Pieta Sofia",Female,25,1,0,STON/O2. 3101271,7.925,,Southampton
731,Yes,First,"Allen, Miss. Elisabeth Walton",Female,29,0,0,24160,211.3375,B5,Southampton
732,No,Third,"Hassan, Mr. Houssein G N",Male,11,0,0,2699,18.7875,,Cherbourg
733,No,Second,"Knight, Mr. Robert J",Male,,0,0,239855,0,,Southampton
734,No,Second,"Berriman, Mr. William John",Male,23,0,0,28425,13,,Southampton
735,No,Second,"Troupiansky, Mr. Moses Aaron",Male,23,0,0,233639,13,,Southampton
736,No,Third,"Williams, Mr. Leslie",Male,28.5,0,0,54636,16.1,,Southampton
737,No,Third,"Ford, Mrs. Edward (Margaret Ann Watson)",Female,48,1,3,W./C. 6608,34.375,,Southampton
738,Yes,First,"Lesurer, Mr. Gustave J",Male,35,0,0,PC 17755,512.3292,B101,Cherbourg
739,No,Third,"Ivanoff, Mr. Kanio",Male,,0,0,349201,7.8958,,Southampton
740,No,Third,"Nankoff, Mr. Minko",Male,,0,0,349218,7.8958,,Southampton
741,Yes,First,"Hawksford, Mr. Walter James",Male,,0,0,16988,30,D45,Southampton
742,No,First,"Cavendish, Mr. Tyrell William",Male,36,1,0,19877,78.85,C46,Southampton
743,Yes,First,"Ryerson, Miss. Susan Parker ""Suzette""",Female,21,2,2,PC 17608,262.375,B57 B59 B63 B66,Cherbourg
744,No,Third,"McNamee, Mr. Neal",Male,24,1,0,376566,16.1,,Southampton
745,Yes,Third,"Stranden, Mr. Juho",Male,31,0,0,STON/O 2. 3101288,7.925,,Southampton
746,No,First,"Crosby, Capt. Edward Gifford",Male,70,1,1,WE/P 5735,71,B22,Southampton
747,No,Third,"Abbott, Mr. Rossmore Edward",Male,16,1,1,C.A. 2673,20.25,,Southampton
748,Yes,Second,"Sinkkonen, Miss. Anna",Female,30,0,0,250648,13,,Southampton
749,No,First,"Marvin, Mr. Daniel Warner",Male,19,1,0,113773,53.1,D30,Southampton
750,No,Third,"Connaghton, Mr. Michael",Male,31,0,0,335097,7.75,,Queenstown
751,Yes,Second,"Wells, Miss. Joan",Female,4,1,1,29103,23,,Southampton
752,Yes,Third,"Moor, Master. Meier",Male,6,0,1,392096,12.475,E121,Southampton
753,No,Third,"Vande Velde, Mr. Johannes Joseph",Male,33,0,0,345780,9.5,,Southampton
754,No,Third,"Jonkoff, Mr. Lalio",Male,23,0,0,349204,7.8958,,Southampton
755,Yes,Second,"Herman, Mrs. Samuel (Jane Laver)",Female,48,1,2,220845,65,,Southampton
756,Yes,Second,"Hamalainen, Master. Viljo",Male,0.67,1,1,250649,14.5,,Southampton
757,No,Third,"Carlsson, Mr. August Sigfrid",Male,28,0,0,350042,7.7958,,Southampton
758,No,Second,"Bailey, Mr. Percy Andrew",Male,18,0,0,29108,11.5,,Southampton
759,No,Third,"Theobald, Mr. Thomas Leonard",Male,34,0,0,363294,8.05,,Southampton
760,Yes,First,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",Female,33,0,0,110152,86.5,B77,Southampton
761,No,Third,"Garfirth, Mr. John",Male,,0,0,358585,14.5,,Southampton
762,No,Third,"Nirva, Mr. Iisakki Antino Aijo",Male,41,0,0,SOTON/O2 3101272,7.125,,Southampton
763,Yes,Third,"Barah, Mr. Hanna Assi",Male,20,0,0,2663,7.2292,,Cherbourg
764,Yes,First,"Carter, Mrs. William Ernest (Lucile Polk)",Female,36,1,2,113760,120,B96 B98,Southampton
765,No,Third,"Eklund, Mr. Hans Linus",Male,16,0,0,347074,7.775,,Southampton
766,Yes,First,"Hogeboom, Mrs. John C (Anna Andrews)",Female,51,1,0,13502,77.9583,D11,Southampton
767,No,First,"Brewe, Dr. Arthur Jackson",Male,,0,0,112379,39.6,,Cherbourg
768,No,Third,"Mangan, Miss. Mary",Female,30.5,0,0,364850,7.75,,Queenstown
769,No,Third,"Moran, Mr. Daniel J",Male,,1,0,371110,24.15,,Queenstown
770,No,Third,"Gronnestad, Mr. Daniel Danielsen",Male,32,0,0,8471,8.3625,,Southampton
771,No,Third,"Lievens, Mr. Rene Aime",Male,24,0,0,345781,9.5,,Southampton
772,No,Third,"Jensen, Mr. Niels Peder",Male,48,0,0,350047,7.8542,,Southampton
773,No,Second,"Mack, Mrs. (Mary)",Female,57,0,0,S.O./P.P. 3,10.5,E77,Southampton
774,No,Third,"Elias, Mr. Dibo",Male,,0,0,2674,7.225,,Cherbourg
775,Yes,Second,"Hocking, Mrs. Elizabeth (Eliza Needs)",Female,54,1,3,29105,23,,Southampton
776,No,Third,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",Male,18,0,0,347078,7.75,,Southampton
777,No,Third,"Tobin, Mr. Roger",Male,,0,0,383121,7.75,F38,Queenstown
778,Yes,Third,"Emanuel, Miss. Virginia Ethel",Female,5,0,0,364516,12.475,,Southampton
779,No,Third,"Kilgannon, Mr. Thomas J",Male,,0,0,36865,7.7375,,Queenstown
780,Yes,First,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",Female,43,0,1,24160,211.3375,B3,Southampton
781,Yes,Third,"Ayoub, Miss. Banoura",Female,13,0,0,2687,7.2292,,Cherbourg
782,Yes,First,"Dick, Mrs. Albert Adrian (Vera Gillespie)",Female,17,1,0,17474,57,B20,Southampton
783,No,First,"Long, Mr. Milton Clyde",Male,29,0,0,113501,30,D6,Southampton
784,No,Third,"Johnston, Mr. Andrew G",Male,,1,2,W./C. 6607,23.45,,Southampton
785,No,Third,"Ali, Mr. William",Male,25,0,0,SOTON/O.Q. 3101312,7.05,,Southampton
786,No,Third,"Harmer, Mr. Abraham (David Lishin)",Male,25,0,0,374887,7.25,,Southampton
787,Yes,Third,"Sjoblom, Miss. Anna Sofia",Female,18,0,0,3101265,7.4958,,Southampton
788,No,Third,"Rice, Master. George Hugh",Male,8,4,1,382652,29.125,,Queenstown
789,Yes,Third,"Dean, Master. Bertram Vere",Male,1,1,2,C.A. 2315,20.575,,Southampton
790,No,First,"Guggenheim, Mr. Benjamin",Male,46,0,0,PC 17593,79.2,B82 B84,Cherbourg
791,No,Third,"Keane, Mr. Andrew ""Andy""",Male,,0,0,12460,7.75,,Queenstown
792,No,Second,"Gaskell, Mr. Alfred",Male,16,0,0,239865,26,,Southampton
793,No,Third,"Sage, Miss. Stella Anna",Female,,8,2,CA. 2343,69.55,,Southampton
794,No,First,"Hoyt, Mr. William Fisher",Male,,0,0,PC 17600,30.6958,,Cherbourg
795,No,Third,"Dantcheff, Mr. Ristiu",Male,25,0,0,349203,7.8958,,Southampton
796,No,Second,"Otter, Mr. Richard",Male,39,0,0,28213,13,,Southampton
797,Yes,First,"Leader, Dr. Alice (Farnham)",Female,49,0,0,17465,25.9292,D17,Southampton
798,Yes,Third,"Osman, Mrs. Mara",Female,31,0,0,349244,8.6833,,Southampton
799,No,Third,"Ibrahim Shawah, Mr. Yousseff",Male,30,0,0,2685,7.2292,,Cherbourg
800,No,Third,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",Female,30,1,1,345773,24.15,,Southampton
801,No,Second,"Ponesell, Mr. Martin",Male,34,0,0,250647,13,,Southampton
802,Yes,Second,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",Female,31,1,1,C.A. 31921,26.25,,Southampton
803,Yes,First,"Carter, Master. William Thornton II",Male,11,1,2,113760,120,B96 B98,Southampton
804,Yes,Third,"Thomas, Master. Assad Alexander",Male,0.42,0,1,2625,8.5167,,Cherbourg
805,Yes,Third,"Hedman, Mr. Oskar Arvid",Male,27,0,0,347089,6.975,,Southampton
806,No,Third,"Johansson, Mr. Karl Johan",Male,31,0,0,347063,7.775,,Southampton
807,No,First,"Andrews, Mr. Thomas Jr",Male,39,0,0,112050,0,A36,Southampton
808,No,Third,"Pettersson, Miss. Ellen Natalia",Female,18,0,0,347087,7.775,,Southampton
809,No,Second,"Meyer, Mr. August",Male,39,0,0,248723,13,,Southampton
810,Yes,First,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",Female,33,1,0,113806,53.1,E8,Southampton
811,No,Third,"Alexander, Mr. William",Male,26,0,0,3474,7.8875,,Southampton
812,No,Third,"Lester, Mr. James",Male,39,0,0,A/4 48871,24.15,,Southampton
813,No,Second,"Slemen, Mr. Richard James",Male,35,0,0,28206,10.5,,Southampton
814,No,Third,"Andersson, Miss. Ebba Iris Alfrida",Female,6,4,2,347082,31.275,,Southampton
815,No,Third,"Tomlin, Mr. Ernest Portage",Male,30.5,0,0,364499,8.05,,Southampton
816,No,First,"Fry, Mr. Richard",Male,,0,0,112058,0,B102,Southampton
817,No,Third,"Heininen, Miss. Wendla Maria",Female,23,0,0,STON/O2. 3101290,7.925,,Southampton
818,No,Second,"Mallet, Mr. Albert",Male,31,1,1,S.C./PARIS 2079,37.0042,,Cherbourg
819,No,Third,"Holm, Mr. John Fredrik Alexander",Male,43,0,0,C 7075,6.45,,Southampton
820,No,Third,"Skoog, Master. Karl Thorsten",Male,10,3,2,347088,27.9,,Southampton
821,Yes,First,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",Female,52,1,1,12749,93.5,B69,Southampton
822,Yes,Third,"Lulic, Mr. Nikola",Male,27,0,0,315098,8.6625,,Southampton
823,No,First,"Reuchlin, Jonkheer. John George",Male,38,0,0,19972,0,,Southampton
824,Yes,Third,"Moor, Mrs. (Beila)",Female,27,0,1,392096,12.475,E121,Southampton
825,No,Third,"Panula, Master. Urho Abraham",Male,2,4,1,3101295,39.6875,,Southampton
